study,endpoint,population,age,category_age,duration,category_duration,men_ratio,category_men_ratio,type_exercise,bsln,bsln_adjusted,category_bsln,N_HIIE,Mean_HIIE,SD_HIIE,N_MICT,Mean_MICT,SD_MICT,HIIE,desired_effect
Sjöros 2018,VO2max,T2D,49.0,30 - 50 y,2,< 5 weeks,0.618181818181818,> 0.5,Cycling,26.35,3.67883360887283,< 30%,11,1.3,2.01912405399253,10,-0.100000000000001,1.68981627252681,SIT,increase
Skleryk 2013,BMI,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,33.7,33.75,BMI > 30 kg/m²,8,0.0,3.25330601081423,8,0,2.78854800926934,SIT,decrease
Skleryk 2013,Body Fat,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,30.25,33.75,BMI > 30 kg/m²,8,-1.1,3.2310988842807,8,0.0999999999999943,2.26274169979695,SIT,decrease
Skleryk 2013,Diastolic Blood Pressure,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,89.5,89.5,80 - 90 mmHg,8,-3.0,4.6475800154489,8,-1,8.94427190999916,SIT,decrease
Skleryk 2013,Fasting Glucose,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,6.93,6.93,> 5.6 mmol/L,8,0.159999999999999,0.91402406970495,8,-0.34,0.463465209050259,SIT,decrease
Skleryk 2013,Fasting Insulin,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,10.065,10.065,< 40 pmol/L,8,0.24,0.921390253909818,8,0.210000000000001,2.42389768760977,SIT,decrease
Skleryk 2013,HOMA-IR,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,3.075,3.075,> 3,8,0.15,0.360444170434202,8,-0.12,1.02156742312977,SIT,decrease
Skleryk 2013,Systolic Blood Pressure,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,140.5,140.5,> 140 mmHg,8,-1.0,6.19677335393187,8,0,12.3935467078637,SIT,decrease
Skleryk 2013,VO2max,Overweight/obese,38.7,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,28.0,3.29223190991487,< 30%,8,-0.399999999999999,2.96782748824793,8,0,3.29848450049413,SIT,increase
Tjønna 2008,BMI,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,29.6,29.6,BMI 25 - 30 kg/m²,11,-0.699999999999999,2.9757352032733,8,-1.2,2.5377155080899,HIIT,decrease
Tjønna 2008,Body Mass,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,91.5,29.6,BMI 25 - 30 kg/m²,11,-2.3,9.35205859690795,8,-3.60000000000001,10.4364745005198,HIIT,decrease
Tjønna 2008,Diastolic Blood Pressure,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,91.5,91.5,> 90 mmHg,11,-6.0,5.44977063737549,8,-6,7.48331477354789,HIIT,decrease
Tjønna 2008,Fasting Glucose,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,6.5,6.5,> 5.6 mmol/L,11,-0.300000000000001,1.0899541274751,8,0.4,0.894427190999916,HIIT,decrease
Tjønna 2008,Fasting Insulin,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,107.7,107.7,> 40 pmol/L,11,2.0,95.8051146860125,8,1.3,40.8893140074519,HIIT,decrease
Tjønna 2008,Flow-mediated Dilation,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,3.645,3.645,< 6 %,11,10.32,1.72131635674562,8,5.81,3.07874162605439,HIIT,increase
Tjønna 2008,HDL,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,0.715,0.715,< 1.3 mmol/L,11,0.15,0.18165902124585,8,0.06,0.134461890511773,HIIT,increase
Tjønna 2008,Systolic Blood Pressure,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,137.5,137.5,120 - 140 mmHg,11,-9.0,9.08295106229248,8,-10,8.94427190999916,HIIT,decrease
Tjønna 2008,Triglycerides,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,1.56,1.56,< 1.7 mmol/L,11,0.05,0.355668384875575,8,0.2,0.670522184569608,HIIT,decrease
Tjønna 2008,VO2max,Metabolic Syndrome,53.7,> 50 y,16,> 10 weeks,0.431818181818182,< 0.5,Running,34.8,69.7825697092737,> 60%,11,11.7,5.85363135156289,8,5.6,5.37847562047092,HIIT,increase
Trapp 2008,Body Fat,Healthy,21.7,< 30 y,15,> 10 weeks,0,< 0.5,Cycling,33.4,23.2,BMI < 25 kg/m²,15,-2.7,5.50862959364668,15,0.599999999999998,6.26897120746299,SIT,decrease
Trapp 2008,Body Mass,Healthy,21.7,< 30 y,15,> 10 weeks,0,< 0.5,Cycling,61.55,23.2,BMI < 25 kg/m²,15,-1.5,7.88416133777081,15,-0.0999999999999943,4.99899989998,SIT,decrease
Trapp 2008,Fasting Glucose,Healthy,21.7,< 30 y,15,> 10 weeks,0,< 0.5,Cycling,4.2,4.2,< 5.6 mmol/L,15,-0.2,0.212132034355964,15,-0.1,0.424264068711929,SIT,decrease
Trapp 2008,Fasting Insulin,Healthy,21.7,< 30 y,15,> 10 weeks,0,< 0.5,Cycling,15.25,15.25,< 40 pmol/L,15,-6.0,7.61314652426971,15,-1,6.94550214167414,SIT,decrease
Trapp 2008,HOMA-IR,Healthy,21.7,< 30 y,15,> 10 weeks,0,< 0.5,Cycling,2.9,2.9,< 3,15,-1.2,1.48492424049175,15,-0.3,1.42828568570857,SIT,decrease
Trapp 2008,VO2max,Healthy,21.7,< 30 y,15,> 10 weeks,0,< 0.5,Cycling,29.85,11.6163245902748,< 30%,15,7.6,5.10147037627388,15,6,4.42436436112579,SIT,increase
Wegmann 2018,Diastolic Blood Pressure,Healthy,48.5,30 - 50 y,24,> 10 weeks,0.37,< 0.5,Running,84.0,84.0,80 - 90 mmHg,26,-2.0,3.83405790253616,23,-1,6.6932802122726,HIIT,decrease
Wegmann 2018,Systolic Blood Pressure,Healthy,48.5,30 - 50 y,24,> 10 weeks,0.37,< 0.5,Running,128.0,128.0,120 - 140 mmHg,26,1.0,6.32455532033676,23,4,8.96660470858396,HIIT,decrease
Winn 2018,BMI,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,37.05,37.05,BMI > 30 kg/m²,8,-0.1,0.5,8,-0.3,0.4,HIIT,decrease
Winn 2018,Body Fat,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,41.35,37.05,BMI > 30 kg/m²,8,0.4,1.6,8,-0.1,1.6,HIIT,decrease
Winn 2018,Body Mass,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,102.05,37.05,BMI > 30 kg/m²,8,-0.3,1.3,8,-1,1.1,HIIT,decrease
Winn 2018,Fasting Glucose,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,5.33632500533632,5.33632500533632,< 5.6 mmol/L,8,-3.0,8.0,8,-21.4,21.4,HIIT,decrease
Winn 2018,Fasting Insulin,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,17.0,17.0,< 40 pmol/L,8,0.5,3.0,8,-7.5,8.9,HIIT,decrease
Winn 2018,HDL,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,1.17746113989637,1.17746113989637,< 1.3 mmol/L,8,3.4,5.6,8,-1.4,2.8,HIIT,increase
Winn 2018,HOMA-IR,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,4.75,4.75,> 3,8,0.02,0.7,8,-3.3,3.9,HIIT,decrease
Winn 2018,LDL,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,2.69818652849741,2.69818652849741,< 3 mmol/L,8,-10.7,17.0,8,-0.5,12.3,HIIT,decrease
Winn 2018,Total Cholesterol,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,4.55829015544041,4.55829015544041,< 5.2 mmol/L,8,-3.0,15.6,8,-2.4,12.9,HIIT,decrease
Winn 2018,Triglycerides,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,1.41129943502825,1.41129943502825,< 1.7 mmol/L,8,22.1,67.2,8,-2.6,37.0,HIIT,decrease
Winn 2018,VO2max,Overweight/obese,43.5,30 - 50 y,4,< 5 weeks,0.5,< 0.5,Running,23.85,1.489813011337,< 30%,8,-0.2,1.1,8,0.1,1.6,HIIT,increase
Wisløff 2007,VO2max,Cardiac Rehabilitation,75.45,> 50 y,12,> 10 weeks,0.22,< 0.5,Running,13.0,0.552163987489328,< 30%,9,6.0,1.1216059914248,9,1.9,0.580517010948,HIIT,increase
Zapata-Lamana 2018,Body Mass,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,83.6,32.05,BMI > 30 kg/m²,14,-0.4,1.4,14,-1.9,2.6,HIIT,decrease
Zapata-Lamana 2018,Fasting Glucose,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,4.94505000494505,4.94505000494505,< 5.6 mmol/L,14,-3.3,2.69685001436861,14,-4.09999999999999,3.53539248174796,HIIT,decrease
Zapata-Lamana 2018,Fasting Insulin,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,140.9835,140.9835,> 40 pmol/L,14,-0.899999999999999,4.88098350745011,14,-2,4.05758548893304,HIIT,decrease
Zapata-Lamana 2018,HDL,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,1.41321243523316,1.41321243523316,> 1.3 mmol/L,14,-3.9,3.6,14,-1,6.0,HIIT,increase
Zapata-Lamana 2018,LDL,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,2.37694300518135,2.37694300518135,< 3 mmol/L,14,-7.2,14.4,14,-9.4,23.7,HIIT,decrease
Zapata-Lamana 2018,Total Cholesterol,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,4.37694300518135,4.37694300518135,< 5.2 mmol/L,14,-7.6,19.2,14,-7.9,19.2,HIIT,decrease
Zapata-Lamana 2018,Triglycerides,Overweight/obese,23.3,< 30 y,12,> 10 weeks,0,< 0.5,Cycling,1.21242937853107,1.21242937853107,< 1.7 mmol/L,14,4.0,26.6,14,-5.6,9.9,HIIT,decrease
